time (s),leafValue( IT("/I0/Iout1") "Design_Point" 1 ) (A),leafValue( IT("/I0/Iout2") "Design_Point" 1 ) (A),leafValue( getData(":pwr" ?result "tran") "Design_Point" 1 ) (W)
1.010E-3,404.3E-12,64.36E-9,44.21E-6
1.010E-3,480.3E-12,64.32E-9,44.38E-6
1.010E-3,570.2E-12,64.12E-9,44.47E-6
1.010E-3,703.5E-12,63.82E-9,44.54E-6
1.010E-3,913.7E-12,63.46E-9,44.59E-6
1.010E-3,1.301E-9,62.92E-9,44.64E-6
1.011E-3,2.086E-9,61.89E-9,44.68E-6
1.011E-3,3.764E-9,59.99E-9,44.73E-6
1.011E-3,5.214E-9,58.66E-9,44.75E-6
1.011E-3,7.111E-9,57.06E-9,44.77E-6
1.011E-3,9.110E-9,55.34E-9,44.78E-6
1.011E-3,11.81E-9,52.87E-9,44.78E-6
1.011E-3,14.83E-9,49.95E-9,44.79E-6
1.011E-3,17.57E-9,47.25E-9,44.78E-6
1.011E-3,20.88E-9,43.99E-9,44.77E-6
1.012E-3,25.50E-9,39.44E-9,44.74E-6
1.012E-3,31.04E-9,33.96E-9,44.69E-6
1.012E-3,35.35E-9,29.66E-9,44.64E-6
1.013E-3,38.89E-9,26.14E-9,44.60E-6
1.013E-3,42.33E-9,22.70E-9,44.58E-6
1.014E-3,46.23E-9,18.81E-9,44.59E-6
1.015E-3,50.89E-9,14.18E-9,44.65E-6
1.015E-3,55.91E-9,9.191E-9,44.77E-6
1.016E-3,59.44E-9,5.671E-9,44.92E-6
1.017E-3,61.40E-9,3.688E-9,45.05E-6
1.018E-3,62.39E-9,2.675E-9,45.15E-6
1.019E-3,62.88E-9,2.158E-9,45.23E-6
1.020E-3,62.89E-9,2.145E-9,45.23E-6
1.020E-3,62.90E-9,2.139E-9,45.17E-6
1.020E-3,62.90E-9,2.132E-9,45.11E-6
1.020E-3,62.91E-9,2.126E-9,45.06E-6
1.020E-3,62.92E-9,2.114E-9,44.97E-6
1.020E-3,62.93E-9,2.101E-9,44.91E-6
1.020E-3,62.94E-9,2.087E-9,44.84E-6
1.020E-3,62.96E-9,2.069E-9,44.78E-6
1.020E-3,62.98E-9,2.044E-9,44.68E-6
1.020E-3,63.01E-9,2.015E-9,44.56E-6
1.020E-3,63.01E-9,2.014E-9,44.56E-6
1.020E-3,63.01E-9,2.013E-9,44.57E-6
1.020E-3,63.01E-9,2.012E-9,44.58E-6
1.020E-3,63.01E-9,2.010E-9,44.59E-6
1.020E-3,63.01E-9,2.008E-9,44.62E-6
1.020E-3,63.02E-9,2.003E-9,44.65E-6
1.020E-3,63.02E-9,1.996E-9,44.69E-6
1.020E-3,63.03E-9,1.989E-9,44.71E-6
1.020E-3,63.04E-9,1.980E-9,44.73E-6
1.020E-3,63.05E-9,1.967E-9,44.74E-6
1.020E-3,63.07E-9,1.945E-9,44.74E-6
1.020E-3,63.11E-9,1.915E-9,44.73E-6
1.021E-3,63.17E-9,1.859E-9,44.72E-6
1.021E-3,63.31E-9,1.746E-9,44.73E-6
1.021E-3,63.55E-9,1.545E-9,44.76E-6
1.022E-3,63.96E-9,1.188E-9,44.84E-6
1.022E-3,64.40E-9,776.4E-12,44.93E-6
1.023E-3,64.64E-9,512.9E-12,44.98E-6
1.023E-3,64.77E-9,357.5E-12,45.00E-6
1.024E-3,64.83E-9,258.9E-12,44.99E-6
1.025E-3,64.88E-9,184.0E-12,44.95E-6
1.026E-3,64.90E-9,141.8E-12,44.93E-6
1.027E-3,64.92E-9,117.5E-12,44.93E-6
1.028E-3,64.94E-9,97.43E-12,44.95E-6
1.029E-3,64.95E-9,81.76E-12,44.98E-6
1.030E-3,64.96E-9,72.81E-12,45.00E-6
1.030E-3,64.96E-9,72.32E-12,45.42E-6
1.030E-3,64.96E-9,71.60E-12,45.92E-6
1.030E-3,64.96E-9,70.81E-12,46.30E-6
1.030E-3,64.97E-9,70.02E-12,46.57E-6
1.030E-3,64.97E-9,69.11E-12,46.83E-6
1.030E-3,64.98E-9,67.75E-12,47.17E-6
1.030E-3,64.98E-9,66.05E-12,47.56E-6
1.030E-3,64.98E-9,65.63E-12,47.35E-6
1.030E-3,64.98E-9,65.23E-12,47.17E-6
1.030E-3,64.99E-9,64.70E-12,47.01E-6
1.030E-3,64.99E-9,63.91E-12,46.88E-6
1.030E-3,64.98E-9,63.15E-12,46.83E-6
1.030E-3,64.98E-9,62.24E-12,46.82E-6
1.030E-3,64.97E-9,61.06E-12,46.86E-6
1.030E-3,64.96E-9,59.58E-12,46.93E-6
1.031E-3,64.94E-9,58.62E-12,46.98E-6
1.031E-3,64.91E-9,60.15E-12,47.00E-6
1.031E-3,64.85E-9,71.60E-12,46.99E-6
1.032E-3,64.77E-9,108.6E-12,46.94E-6
1.032E-3,64.58E-9,227.7E-12,46.87E-6
1.032E-3,64.21E-9,479.2E-12,46.81E-6
1.033E-3,63.65E-9,877.3E-12,46.76E-6
1.033E-3,62.86E-9,1.521E-9,46.71E-6
1.033E-3,61.99E-9,2.367E-9,46.68E-6
1.034E-3,60.71E-9,3.767E-9,46.64E-6
1.034E-3,59.48E-9,5.133E-9,46.61E-6
1.034E-3,57.81E-9,6.895E-9,46.57E-6
1.034E-3,54.01E-9,10.78E-9,46.50E-6
1.035E-3,50.60E-9,14.22E-9,46.45E-6
1.035E-3,45.85E-9,19.02E-9,46.38E-6
1.035E-3,36.73E-9,28.23E-9,46.26E-6
1.036E-3,21.90E-9,43.19E-9,46.07E-6
1.037E-3,14.30E-9,50.80E-9,45.94E-6
1.038E-3,10.53E-9,54.55E-9,45.86E-6
1.039E-3,8.025E-9,57.04E-9,45.79E-6
1.040E-3,6.340E-9,58.70E-9,45.73E-6
1.040E-3,6.285E-9,58.76E-9,45.36E-6
1.040E-3,6.210E-9,58.83E-9,44.95E-6
1.040E-3,6.135E-9,58.90E-9,44.63E-6
1.040E-3,6.066E-9,58.96E-9,44.40E-6
1.040E-3,5.993E-9,59.03E-9,44.17E-6
1.040E-3,5.910E-9,59.10E-9,43.89E-6
1.040E-3,5.832E-9,59.17E-9,43.57E-6
1.040E-3,5.817E-9,59.18E-9,43.70E-6
1.040E-3,5.803E-9,59.19E-9,43.82E-6
1.040E-3,5.788E-9,59.20E-9,43.93E-6
1.040E-3,5.770E-9,59.21E-9,44.03E-6
1.040E-3,5.762E-9,59.21E-9,44.07E-6
1.040E-3,5.765E-9,59.20E-9,44.07E-6
1.040E-3,5.792E-9,59.16E-9,44.05E-6
1.040E-3,5.880E-9,59.05E-9,43.99E-6
1.041E-3,6.103E-9,58.81E-9,43.94E-6
1.041E-3,6.574E-9,58.30E-9,43.91E-6
1.041E-3,7.722E-9,57.12E-9,43.92E-6
1.041E-3,9.982E-9,54.83E-9,43.96E-6
1.042E-3,14.18E-9,50.64E-9,44.03E-6
1.042E-3,20.71E-9,44.18E-9,44.13E-6
1.043E-3,28.87E-9,36.09E-9,44.23E-6
1.043E-3,38.73E-9,26.33E-9,44.36E-6
1.044E-3,50.25E-9,14.92E-9,44.55E-6
1.045E-3,59.49E-9,5.761E-9,44.81E-6
1.045E-3,62.64E-9,2.606E-9,45.00E-6
1.046E-3,63.83E-9,1.382E-9,45.14E-6
1.047E-3,64.40E-9,767.5E-12,45.25E-6
1.048E-3,64.69E-9,429.8E-12,45.34E-6
1.049E-3,64.80E-9,272.0E-12,45.38E-6
1.049E-3,64.84E-9,209.7E-12,45.39E-6
1.050E-3,64.89E-9,206.2E-12,45.89E-6
1.050E-3,64.95E-9,201.2E-12,46.50E-6
1.050E-3,64.94E-9,199.4E-12,46.89E-6
1.050E-3,64.90E-9,198.6E-12,47.17E-6
1.050E-3,64.87E-9,197.4E-12,47.43E-6
1.050E-3,64.86E-9,196.1E-12,47.77E-6
1.050E-3,64.85E-9,195.7E-12,47.99E-6
1.050E-3,64.84E-9,196.0E-12,48.23E-6
1.050E-3,64.81E-9,197.4E-12,47.97E-6
1.050E-3,64.76E-9,199.7E-12,47.75E-6
1.050E-3,64.70E-9,202.0E-12,47.56E-6
1.050E-3,64.67E-9,203.3E-12,47.35E-6
1.050E-3,64.70E-9,204.7E-12,47.23E-6
1.050E-3,64.73E-9,208.1E-12,47.18E-6
1.050E-3,64.72E-9,215.8E-12,47.16E-6
1.050E-3,64.67E-9,232.9E-12,47.16E-6
1.051E-3,64.61E-9,266.5E-12,47.17E-6
1.051E-3,64.50E-9,336.3E-12,47.16E-6
1.051E-3,64.24E-9,509.1E-12,47.13E-6
1.051E-3,63.72E-9,891.6E-12,47.08E-6
1.052E-3,62.88E-9,1.574E-9,47.02E-6
1.052E-3,61.34E-9,3.030E-9,46.95E-6
1.052E-3,59.96E-9,4.487E-9,46.90E-6
1.052E-3,58.21E-9,6.364E-9,46.85E-6
1.052E-3,55.81E-9,8.860E-9,46.79E-6
1.053E-3,49.25E-9,15.54E-9,46.67E-6
1.053E-3,43.09E-9,21.78E-9,46.57E-6
1.053E-3,34.70E-9,30.28E-9,46.45E-6
1.054E-3,20.77E-9,44.36E-9,46.25E-6
1.055E-3,10.06E-9,55.16E-9,46.03E-6
1.055E-3,5.771E-9,59.43E-9,45.89E-6
1.056E-3,3.582E-9,61.59E-9,45.78E-6
1.057E-3,2.227E-9,62.91E-9,45.67E-6
1.058E-3,1.380E-9,63.71E-9,45.57E-6
1.059E-3,966.4E-12,64.09E-9,45.51E-6
1.060E-3,790.6E-12,64.24E-9,45.48E-6
1.060E-3,785.3E-12,64.29E-9,45.54E-6
1.060E-3,776.6E-12,64.35E-9,45.59E-6
1.060E-3,769.8E-12,64.34E-9,45.61E-6
1.060E-3,760.9E-12,64.32E-9,45.61E-6
1.060E-3,743.6E-12,64.33E-9,45.62E-6
1.060E-3,706.4E-12,64.42E-9,45.64E-6
1.060E-3,623.5E-12,64.63E-9,45.67E-6
1.060E-3,601.8E-12,64.65E-9,45.61E-6
1.060E-3,579.4E-12,64.66E-9,45.57E-6
1.060E-3,548.4E-12,64.68E-9,45.55E-6
1.060E-3,502.4E-12,64.78E-9,45.54E-6
1.060E-3,458.5E-12,64.89E-9,45.55E-6
1.060E-3,412.6E-12,64.97E-9,45.55E-6
1.060E-3,362.7E-12,65.01E-9,45.54E-6
1.060E-3,305.3E-12,65.04E-9,45.50E-6
1.061E-3,254.8E-12,65.06E-9,45.43E-6
1.061E-3,204.1E-12,65.07E-9,45.33E-6
1.061E-3,158.3E-12,65.06E-9,45.20E-6
1.062E-3,122.9E-12,65.04E-9,45.09E-6
1.062E-3,86.64E-12,65.02E-9,45.01E-6
1.063E-3,61.71E-12,65.00E-9,45.03E-6
1.063E-3,46.85E-12,64.99E-9,45.12E-6
1.064E-3,37.03E-12,64.99E-9,45.23E-6
1.065E-3,30.62E-12,64.98E-9,45.35E-6
1.065E-3,26.62E-12,64.98E-9,45.46E-6
1.066E-3,24.35E-12,64.98E-9,45.55E-6
1.067E-3,23.20E-12,64.99E-9,45.62E-6
1.068E-3,22.60E-12,64.99E-9,45.66E-6
1.069E-3,22.08E-12,64.99E-9,45.68E-6
1.070E-3,21.65E-12,64.99E-9,45.69E-6
1.070E-3,21.24E-12,64.94E-9,45.57E-6
1.070E-3,16.42E-12,64.85E-9,45.47E-6
1.070E-3,5.843E-12,64.82E-9,45.42E-6
1.070E-3,-4.415E-12,64.82E-9,45.41E-6
1.070E-3,-12.23E-12,64.82E-9,45.40E-6
1.070E-3,-16.36E-12,64.79E-9,45.37E-6
1.070E-3,-15.68E-12,64.78E-9,45.35E-6
1.070E-3,-12.93E-12,64.77E-9,45.34E-6
1.070E-3,-12.59E-12,64.78E-9,45.39E-6
1.070E-3,-13.07E-12,64.82E-9,45.44E-6
1.070E-3,-13.18E-12,64.87E-9,45.48E-6
1.070E-3,-8.535E-12,64.89E-9,45.53E-6
1.070E-3,-1.336E-12,64.86E-9,45.55E-6
1.070E-3,8.477E-12,64.80E-9,45.57E-6
1.070E-3,23.38E-12,64.77E-9,45.60E-6
1.070E-3,52.42E-12,64.74E-9,45.66E-6
1.071E-3,106.6E-12,64.68E-9,45.74E-6
1.071E-3,231.6E-12,64.50E-9,45.84E-6
1.071E-3,511.8E-12,64.08E-9,45.94E-6
1.071E-3,902.9E-12,63.51E-9,46.01E-6
1.072E-3,1.425E-9,62.79E-9,46.06E-6
1.072E-3,1.985E-9,62.16E-9,46.09E-6
1.072E-3,2.580E-9,61.66E-9,46.11E-6
1.072E-3,3.287E-9,61.17E-9,46.12E-6
1.072E-3,3.935E-9,60.73E-9,46.13E-6
1.072E-3,4.627E-9,60.21E-9,46.14E-6
1.073E-3,5.249E-9,59.67E-9,46.14E-6
1.073E-3,5.623E-9,59.32E-9,46.14E-6
1.073E-3,5.932E-9,59.03E-9,46.14E-6
1.073E-3,6.188E-9,58.79E-9,46.12E-6
1.074E-3,6.257E-9,58.75E-9,46.08E-6
1.074E-3,5.879E-9,59.16E-9,46.02E-6
1.075E-3,5.219E-9,59.83E-9,45.95E-6
1.076E-3,4.484E-9,60.56E-9,45.87E-6
1.076E-3,3.797E-9,61.24E-9,45.80E-6
1.077E-3,3.248E-9,61.78E-9,45.74E-6
1.078E-3,2.907E-9,62.11E-9,45.70E-6
1.079E-3,2.706E-9,62.31E-9,45.68E-6
1.080E-3,2.703E-9,62.31E-9,45.68E-6
1.080E-3,2.700E-9,62.29E-9,45.64E-6
1.080E-3,2.698E-9,62.25E-9,45.62E-6
1.080E-3,2.695E-9,62.22E-9,45.60E-6
1.080E-3,2.689E-9,62.21E-9,45.58E-6
1.080E-3,2.685E-9,62.26E-9,45.58E-6
1.080E-3,2.685E-9,62.31E-9,45.58E-6
1.080E-3,2.692E-9,62.31E-9,45.58E-6
1.080E-3,2.714E-9,62.26E-9,45.58E-6
1.080E-3,2.724E-9,62.29E-9,45.63E-6
1.080E-3,2.736E-9,62.32E-9,45.66E-6
1.080E-3,2.753E-9,62.30E-9,45.67E-6
1.080E-3,2.783E-9,62.21E-9,45.68E-6
1.080E-3,2.823E-9,62.13E-9,45.69E-6
1.080E-3,2.893E-9,62.05E-9,45.71E-6
1.081E-3,3.033E-9,61.91E-9,45.75E-6
1.081E-3,3.304E-9,61.62E-9,45.81E-6
1.081E-3,3.843E-9,61.07E-9,45.88E-6
1.082E-3,4.811E-9,60.10E-9,45.95E-6
1.082E-3,5.898E-9,59.04E-9,45.96E-6
1.083E-3,6.678E-9,58.29E-9,45.92E-6
1.084E-3,6.910E-9,58.10E-9,45.84E-6
1.085E-3,6.174E-9,58.87E-9,45.71E-6
1.086E-3,4.970E-9,60.08E-9,45.60E-6
1.087E-3,3.961E-9,61.09E-9,45.53E-6
1.088E-3,3.207E-9,61.84E-9,45.48E-6
1.089E-3,2.733E-9,62.30E-9,45.46E-6
1.090E-3,2.492E-9,62.53E-9,45.46E-6
1.090E-3,2.485E-9,62.53E-9,45.17E-6
1.090E-3,2.473E-9,62.54E-9,44.80E-6
1.090E-3,2.462E-9,62.55E-9,44.52E-6
1.090E-3,2.453E-9,62.56E-9,44.31E-6
1.090E-3,2.442E-9,62.57E-9,44.11E-6
1.090E-3,2.430E-9,62.58E-9,43.89E-6
1.090E-3,2.417E-9,62.59E-9,43.61E-6
1.090E-3,2.415E-9,62.59E-9,43.72E-6
1.090E-3,2.413E-9,62.59E-9,43.82E-6
1.090E-3,2.410E-9,62.59E-9,43.93E-6
1.090E-3,2.405E-9,62.59E-9,44.07E-6
1.090E-3,2.403E-9,62.60E-9,44.13E-6
1.090E-3,2.400E-9,62.60E-9,44.16E-6
1.090E-3,2.399E-9,62.60E-9,44.15E-6
1.090E-3,2.401E-9,62.59E-9,44.10E-6
1.091E-3,2.409E-9,62.58E-9,44.03E-6
1.091E-3,2.431E-9,62.55E-9,43.95E-6
1.091E-3,2.495E-9,62.47E-9,43.86E-6
1.091E-3,2.643E-9,62.30E-9,43.77E-6
1.092E-3,2.962E-9,61.95E-9,43.71E-6
1.092E-3,3.901E-9,60.96E-9,43.68E-6
1.093E-3,7.043E-9,57.77E-9,43.79E-6
1.094E-3,16.23E-9,48.61E-9,44.08E-6
1.095E-3,27.57E-9,37.37E-9,44.34E-6
1.096E-3,38.39E-9,26.66E-9,44.56E-6
1.096E-3,48.53E-9,16.61E-9,44.79E-6
1.097E-3,56.75E-9,8.431E-9,45.06E-6
1.098E-3,59.90E-9,5.256E-9,45.21E-6
1.098E-3,61.50E-9,3.620E-9,45.33E-6
1.099E-3,62.48E-9,2.600E-9,45.43E-6
1.100E-3,62.70E-9,2.358E-9,45.46E-6
1.100E-3,62.73E-9,2.327E-9,45.39E-6
1.100E-3,62.76E-9,2.291E-9,45.34E-6
1.100E-3,62.80E-9,2.253E-9,45.30E-6
1.100E-3,62.83E-9,2.216E-9,45.27E-6
1.100E-3,62.87E-9,2.177E-9,45.23E-6
1.100E-3,62.91E-9,2.130E-9,45.17E-6
1.100E-3,62.92E-9,2.119E-9,45.20E-6
1.100E-3,62.92E-9,2.108E-9,45.22E-6
1.100E-3,62.94E-9,2.095E-9,45.23E-6
1.100E-3,62.95E-9,2.075E-9,45.23E-6
1.100E-3,62.97E-9,2.057E-9,45.22E-6
1.100E-3,62.99E-9,2.033E-9,45.21E-6
1.100E-3,63.02E-9,1.997E-9,45.20E-6
1.101E-3,63.08E-9,1.945E-9,45.20E-6
1.101E-3,63.21E-9,1.834E-9,45.22E-6
1.101E-3,63.42E-9,1.647E-9,45.27E-6
1.102E-3,63.81E-9,1.291E-9,45.37E-6
1.103E-3,64.20E-9,898.2E-12,45.49E-6
1.104E-3,64.38E-9,695.7E-12,45.55E-6
1.104E-3,64.47E-9,575.0E-12,45.58E-6
1.105E-3,64.51E-9,506.5E-12,45.58E-6
1.106E-3,64.52E-9,484.9E-12,45.57E-6
1.107E-3,64.51E-9,485.9E-12,45.54E-6
1.108E-3,64.50E-9,495.3E-12,45.52E-6
1.109E-3,64.49E-9,505.5E-12,45.49E-6
1.110E-3,64.49E-9,506.2E-12,45.49E-6
1.110E-3,64.49E-9,506.5E-12,45.46E-6
1.110E-3,64.49E-9,506.9E-12,45.42E-6
1.110E-3,64.49E-9,507.3E-12,45.39E-6
1.110E-3,64.49E-9,507.9E-12,45.36E-6
1.110E-3,64.48E-9,508.7E-12,45.32E-6
1.110E-3,64.48E-9,509.8E-12,45.28E-6
1.110E-3,64.47E-9,511.4E-12,45.22E-6
1.110E-3,64.47E-9,511.5E-12,45.21E-6
1.110E-3,64.47E-9,511.7E-12,45.22E-6
1.110E-3,64.47E-9,511.8E-12,45.23E-6
1.110E-3,64.47E-9,512.0E-12,45.24E-6
1.110E-3,64.47E-9,512.2E-12,45.25E-6
1.110E-3,64.47E-9,512.4E-12,45.26E-6
1.110E-3,64.47E-9,512.4E-12,45.26E-6
1.110E-3,64.48E-9,511.5E-12,45.26E-6
1.110E-3,64.49E-9,507.7E-12,45.27E-6
1.111E-3,64.52E-9,496.6E-12,45.29E-6
1.111E-3,64.58E-9,466.7E-12,45.33E-6
1.111E-3,64.66E-9,411.2E-12,45.38E-6
1.112E-3,64.75E-9,332.7E-12,45.44E-6
1.112E-3,64.79E-9,277.0E-12,45.46E-6
1.113E-3,64.81E-9,238.8E-12,45.45E-6
1.114E-3,64.80E-9,217.0E-12,45.41E-6
1.115E-3,64.79E-9,212.3E-12,45.36E-6
1.116E-3,64.78E-9,218.8E-12,45.34E-6
1.117E-3,64.77E-9,225.3E-12,45.34E-6
1.118E-3,64.77E-9,227.9E-12,45.36E-6
1.119E-3,64.77E-9,227.2E-12,45.39E-6
1.120E-3,64.78E-9,225.4E-12,45.40E-6
1.120E-3,64.78E-9,225.2E-12,45.33E-6
1.120E-3,64.78E-9,224.8E-12,45.25E-6
1.120E-3,64.78E-9,224.4E-12,45.19E-6
1.120E-3,64.78E-9,224.2E-12,45.16E-6
1.120E-3,64.78E-9,224.2E-12,45.13E-6
1.120E-3,64.78E-9,224.3E-12,45.16E-6
1.120E-3,64.78E-9,224.4E-12,45.18E-6
1.120E-3,64.78E-9,224.6E-12,45.20E-6
1.120E-3,64.77E-9,225.3E-12,45.22E-6
1.120E-3,64.77E-9,226.6E-12,45.22E-6
1.120E-3,64.76E-9,229.0E-12,45.21E-6
1.121E-3,64.74E-9,233.8E-12,45.18E-6
1.121E-3,64.72E-9,245.2E-12,45.13E-6
1.121E-3,64.69E-9,265.0E-12,45.07E-6
1.121E-3,64.64E-9,301.9E-12,45.00E-6
1.122E-3,64.61E-9,341.0E-12,44.93E-6
1.123E-3,64.62E-9,359.6E-12,44.90E-6
1.123E-3,64.67E-9,344.3E-12,44.89E-6
1.124E-3,64.73E-9,303.0E-12,44.88E-6
1.125E-3,64.80E-9,249.2E-12,44.88E-6
1.126E-3,64.85E-9,199.1E-12,44.89E-6
1.127E-3,64.89E-9,158.2E-12,44.91E-6
1.128E-3,64.92E-9,127.9E-12,44.94E-6
1.129E-3,64.93E-9,105.6E-12,44.97E-6
1.130E-3,64.94E-9,95.96E-12,44.98E-6
1.130E-3,64.94E-9,95.22E-12,45.57E-6
1.130E-3,64.96E-9,93.81E-12,46.29E-6
1.130E-3,64.97E-9,92.10E-12,46.83E-6
1.130E-3,64.99E-9,90.53E-12,47.21E-6
1.130E-3,64.99E-9,89.03E-12,47.57E-6
1.130E-3,64.99E-9,87.41E-12,47.98E-6
1.130E-3,64.98E-9,86.09E-12,48.32E-6
1.130E-3,64.98E-9,84.67E-12,48.68E-6
1.130E-3,64.97E-9,84.20E-12,48.37E-6
1.130E-3,64.97E-9,83.72E-12,48.11E-6
1.130E-3,64.95E-9,83.34E-12,47.88E-6
1.130E-3,64.93E-9,82.76E-12,47.62E-6
1.130E-3,64.90E-9,82.38E-12,47.49E-6
1.130E-3,64.88E-9,82.07E-12,47.42E-6
1.130E-3,64.87E-9,82.46E-12,47.41E-6
1.130E-3,64.85E-9,84.97E-12,47.42E-6
1.131E-3,64.82E-9,93.30E-12,47.44E-6
1.131E-3,64.77E-9,113.3E-12,47.44E-6
1.131E-3,64.68E-9,163.6E-12,47.41E-6
1.131E-3,64.45E-9,301.8E-12,47.36E-6
1.132E-3,63.99E-9,612.9E-12,47.30E-6
1.132E-3,63.26E-9,1.128E-9,47.24E-6
1.132E-3,62.22E-9,1.964E-9,47.19E-6
1.132E-3,60.39E-9,3.743E-9,47.13E-6
1.132E-3,58.31E-9,6.044E-9,47.09E-6
1.133E-3,56.38E-9,8.154E-9,47.05E-6
1.133E-3,53.54E-9,11.12E-9,47.01E-6
1.133E-3,48.74E-9,16.02E-9,46.95E-6
1.133E-3,43.80E-9,21.03E-9,46.90E-6
1.133E-3,36.53E-9,28.41E-9,46.83E-6
1.134E-3,22.08E-9,43.07E-9,46.68E-6
1.135E-3,8.657E-9,56.67E-9,46.46E-6
1.135E-3,3.950E-9,61.38E-9,46.29E-6
1.136E-3,2.054E-9,63.24E-9,46.15E-6
1.136E-3,1.089E-9,64.16E-9,46.00E-6
1.137E-3,550.3E-12,64.64E-9,45.83E-6
1.138E-3,260.5E-12,64.87E-9,45.63E-6
1.139E-3,158.6E-12,64.93E-9,45.49E-6
1.140E-3,112.7E-12,64.95E-9,45.40E-6
1.140E-3,107.6E-12,65.04E-9,45.41E-6
1.140E-3,101.7E-12,65.13E-9,45.41E-6
1.140E-3,102.3E-12,65.07E-9,45.38E-6
1.140E-3,103.7E-12,64.96E-9,45.35E-6
1.140E-3,102.9E-12,64.90E-9,45.32E-6
1.140E-3,102.8E-12,64.92E-9,45.27E-6
1.140E-3,113.6E-12,64.99E-9,45.23E-6
1.140E-3,120.7E-12,64.96E-9,45.19E-6
1.140E-3,128.1E-12,64.89E-9,45.16E-6
1.140E-3,131.2E-12,64.85E-9,45.14E-6
1.140E-3,126.4E-12,64.92E-9,45.14E-6
1.140E-3,118.7E-12,65.04E-9,45.14E-6
1.140E-3,110.8E-12,65.12E-9,45.15E-6
1.140E-3,102.3E-12,65.11E-9,45.15E-6
1.140E-3,94.15E-12,65.08E-9,45.16E-6
1.141E-3,83.29E-12,65.06E-9,45.17E-6
1.141E-3,69.21E-12,65.05E-9,45.19E-6
1.141E-3,58.86E-12,65.03E-9,45.21E-6
1.142E-3,50.48E-12,65.02E-9,45.23E-6
1.142E-3,43.45E-12,65.01E-9,45.26E-6
1.143E-3,37.55E-12,65.01E-9,45.29E-6
1.143E-3,32.43E-12,65.00E-9,45.31E-6
1.144E-3,27.92E-12,65.00E-9,45.33E-6
1.145E-3,23.95E-12,65.00E-9,45.34E-6
1.146E-3,20.90E-12,65.00E-9,45.35E-6
1.147E-3,18.69E-12,65.00E-9,45.35E-6
1.148E-3,16.99E-12,65.00E-9,45.35E-6
1.149E-3,15.61E-12,65.00E-9,45.35E-6
1.150E-3,15.14E-12,65.00E-9,45.35E-6
1.150E-3,14.40E-12,64.90E-9,44.79E-6
1.150E-3,7.348E-12,64.76E-9,44.18E-6
1.150E-3,-10.66E-12,64.74E-9,43.65E-6
1.150E-3,-22.48E-12,64.79E-9,43.36E-6
1.150E-3,-27.97E-12,64.83E-9,43.07E-6
1.150E-3,-27.47E-12,64.83E-9,42.74E-6
1.150E-3,-25.29E-12,64.82E-9,42.52E-6
1.150E-3,-23.11E-12,64.81E-9,42.30E-6
1.150E-3,-24.51E-12,64.85E-9,42.50E-6
1.150E-3,-27.92E-12,64.92E-9,42.69E-6
1.150E-3,-31.87E-12,65.02E-9,42.87E-6
1.150E-3,-31.52E-12,65.09E-9,43.10E-6
1.150E-3,-26.55E-12,65.00E-9,43.23E-6
1.150E-3,-21.58E-12,64.88E-9,43.31E-6
1.150E-3,-18.44E-12,64.82E-9,43.35E-6
1.150E-3,-15.80E-12,64.83E-9,43.36E-6
1.150E-3,-11.29E-12,64.85E-9,43.34E-6
1.151E-3,-2.585E-12,64.85E-9,43.30E-6
1.151E-3,12.02E-12,64.83E-9,43.27E-6
1.151E-3,43.14E-12,64.79E-9,43.25E-6
1.151E-3,123.4E-12,64.67E-9,43.24E-6
1.152E-3,318.9E-12,64.37E-9,43.25E-6
1.152E-3,659.8E-12,63.85E-9,43.27E-6
1.152E-3,1.153E-9,63.12E-9,43.29E-6
1.153E-3,1.900E-9,62.15E-9,43.31E-6
1.153E-3,2.785E-9,61.22E-9,43.33E-6
1.153E-3,4.348E-9,59.88E-9,43.35E-6
1.153E-3,5.786E-9,58.69E-9,43.37E-6
1.153E-3,7.446E-9,57.20E-9,43.40E-6
1.153E-3,9.544E-9,55.18E-9,43.43E-6
1.154E-3,11.88E-9,52.87E-9,43.46E-6
1.154E-3,14.94E-9,49.84E-9,43.50E-6
1.154E-3,20.30E-9,44.56E-9,43.56E-6
1.154E-3,32.73E-9,32.27E-9,43.71E-6
1.155E-3,50.42E-9,14.79E-9,43.98E-6
1.156E-3,57.96E-9,7.316E-9,44.18E-6
1.157E-3,61.66E-9,3.609E-9,44.37E-6
1.157E-3,63.32E-9,1.920E-9,44.53E-6
1.158E-3,64.14E-9,1.061E-9,44.68E-6
1.158E-3,64.58E-9,567.6E-12,44.84E-6
1.159E-3,64.78E-9,320.8E-12,44.98E-6
1.160E-3,64.78E-9,318.6E-12,44.98E-6
1.160E-3,64.78E-9,316.2E-12,45.05E-6
1.160E-3,64.78E-9,314.0E-12,45.11E-6
1.160E-3,64.78E-9,312.1E-12,45.17E-6
1.160E-3,64.79E-9,308.1E-12,45.26E-6
1.160E-3,64.80E-9,302.2E-12,45.38E-6
1.160E-3,64.81E-9,296.1E-12,45.48E-6
1.160E-3,64.81E-9,289.0E-12,45.58E-6
1.160E-3,64.82E-9,280.8E-12,45.69E-6
1.160E-3,64.82E-9,270.7E-12,45.82E-6
1.160E-3,64.82E-9,262.8E-12,45.93E-6
1.160E-3,64.82E-9,260.9E-12,45.85E-6
1.160E-3,64.82E-9,258.9E-12,45.78E-6
