time (s),leafValue( IT("/I4/Iout1") "Design_Point" 1 ) (A),leafValue( IT("/I4/Iout2") "Design_Point" 1 ) (A),leafValue( IT("/I4/Iout3") "Design_Point" 1 ) (A),leafValue( getData(":pwr" ?result "tran") "Design_Point" 1 ) (W)
150.4E-6,24.32E-12,70.08E-9,122.0E-15,12.08E-6
150.6E-6,22.08E-12,70.00E-9,-15.47E-12,12.09E-6
150.8E-6,20.28E-12,69.83E-9,-43.21E-12,12.09E-6
151.1E-6,18.68E-12,69.68E-9,-86.33E-12,12.09E-6
151.4E-6,17.22E-12,69.54E-9,-135.0E-12,12.08E-6
151.8E-6,15.80E-12,69.40E-9,-180.5E-12,12.06E-6
152.2E-6,14.59E-12,69.30E-9,-214.5E-12,12.03E-6
152.5E-6,13.87E-12,69.26E-9,-229.9E-12,12.01E-6
152.9E-6,13.37E-12,69.24E-9,-235.6E-12,11.98E-6
153.3E-6,12.93E-12,69.25E-9,-234.8E-12,11.96E-6
153.7E-6,12.56E-12,69.27E-9,-228.7E-12,11.94E-6
154.2E-6,12.22E-12,69.31E-9,-217.4E-12,11.91E-6
154.8E-6,11.90E-12,69.37E-9,-200.9E-12,11.89E-6
155.5E-6,11.56E-12,69.44E-9,-178.7E-12,11.87E-6
156.5E-6,11.19E-12,69.54E-9,-149.2E-12,11.85E-6
157.5E-6,10.90E-12,69.62E-9,-122.1E-12,11.84E-6
158.5E-6,10.63E-12,69.68E-9,-93.85E-12,11.83E-6
159.5E-6,10.40E-12,69.70E-9,-43.22E-12,11.83E-6
159.5E-6,10.39E-12,69.70E-9,-42.33E-12,11.83E-6
159.5E-6,9.834E-12,69.70E-9,-41.46E-12,11.77E-6
159.5E-6,7.399E-12,69.70E-9,-40.42E-12,11.71E-6
159.5E-6,7.600E-12,69.69E-9,-34.33E-12,11.66E-6
159.6E-6,9.486E-12,69.55E-9,-16.13E-12,11.57E-6
159.6E-6,11.19E-12,69.07E-9,13.51E-12,11.44E-6
159.6E-6,8.712E-12,68.55E-9,42.77E-12,11.35E-6
159.7E-6,2.363E-12,68.34E-9,92.52E-12,11.28E-6
159.7E-6,-6.343E-12,68.83E-9,206.9E-12,11.22E-6
159.8E-6,-14.65E-12,69.91E-9,402.4E-12,11.18E-6
159.9E-6,-21.23E-12,70.85E-9,620.6E-12,11.16E-6
159.9E-6,-27.52E-12,71.36E-9,858.7E-12,11.13E-6
160.0E-6,-31.50E-12,71.28E-9,995.1E-12,11.10E-6
160.0E-6,-32.94E-12,71.16E-9,1.039E-9,11.13E-6
160.0E-6,-34.06E-12,71.07E-9,1.081E-9,11.17E-6
160.1E-6,-38.77E-12,71.09E-9,1.117E-9,11.20E-6
160.1E-6,-48.56E-12,71.56E-9,1.173E-9,11.24E-6
160.2E-6,-53.14E-12,72.25E-9,1.217E-9,11.26E-6
160.2E-6,-51.64E-12,72.88E-9,1.260E-9,11.26E-6
160.3E-6,-45.78E-12,73.11E-9,1.296E-9,11.23E-6
160.4E-6,-40.92E-12,72.93E-9,1.316E-9,11.19E-6
160.5E-6,-43.07E-12,72.65E-9,1.310E-9,11.13E-6
160.6E-6,-53.85E-12,72.53E-9,1.286E-9,11.08E-6
160.7E-6,-76.30E-12,72.47E-9,1.249E-9,11.03E-6
160.9E-6,-124.0E-12,72.29E-9,1.196E-9,10.99E-6
161.1E-6,-207.0E-12,71.94E-9,1.129E-9,10.96E-6
161.2E-6,-257.8E-12,71.69E-9,1.073E-9,10.95E-6
161.2E-6,-278.1E-12,71.55E-9,1.017E-9,10.94E-6
161.3E-6,-302.3E-12,71.20E-9,818.5E-12,10.94E-6
161.3E-6,-324.3E-12,70.43E-9,426.3E-12,10.94E-6
161.3E-6,-341.7E-12,69.61E-9,181.7E-12,10.93E-6
161.4E-6,-363.2E-12,68.79E-9,63.70E-12,10.93E-6
161.4E-6,-388.4E-12,68.21E-9,26.76E-12,10.93E-6
161.5E-6,-416.6E-12,67.94E-9,22.09E-12,10.93E-6
161.5E-6,-450.3E-12,67.92E-9,27.12E-12,10.92E-6
161.6E-6,-490.4E-12,68.09E-9,32.12E-12,10.92E-6
161.7E-6,-546.9E-12,68.21E-9,34.65E-12,10.92E-6
161.9E-6,-615.5E-12,68.04E-9,34.56E-12,10.92E-6
162.1E-6,-690.4E-12,67.80E-9,33.97E-12,10.92E-6
162.4E-6,-762.8E-12,67.64E-9,33.80E-12,10.92E-6
162.6E-6,-817.4E-12,67.55E-9,33.62E-12,10.92E-6
162.9E-6,-854.7E-12,67.49E-9,33.16E-12,10.92E-6
163.1E-6,-877.4E-12,67.45E-9,32.56E-12,10.91E-6
163.4E-6,-838.2E-12,67.39E-9,31.94E-12,10.91E-6
163.5E-6,-545.1E-12,67.09E-9,31.68E-12,10.91E-6
163.6E-6,238.1E-12,66.35E-9,31.59E-12,10.91E-6
163.7E-6,2.167E-9,64.54E-9,31.68E-12,10.91E-6
163.7E-6,7.824E-9,58.92E-9,32.27E-12,10.91E-6
163.8E-6,15.37E-9,51.20E-9,33.16E-12,10.92E-6
163.8E-6,23.39E-9,42.58E-9,34.25E-12,10.92E-6
163.9E-6,31.38E-9,33.09E-9,35.37E-12,10.92E-6
163.9E-6,39.40E-9,22.41E-9,35.75E-12,10.92E-6
164.0E-6,43.20E-9,17.51E-9,35.31E-12,10.92E-6
164.0E-6,49.14E-9,13.00E-9,34.23E-12,10.93E-6
164.0E-6,56.14E-9,10.30E-9,33.22E-12,10.94E-6
164.1E-6,62.33E-9,8.549E-9,32.54E-12,10.96E-6
164.1E-6,67.96E-9,6.955E-9,32.12E-12,10.97E-6
164.1E-6,71.19E-9,5.745E-9,32.07E-12,10.98E-6
164.2E-6,72.65E-9,4.841E-9,32.11E-12,10.98E-6
164.2E-6,73.05E-9,4.144E-9,32.00E-12,10.98E-6
164.2E-6,72.84E-9,3.560E-9,31.54E-12,10.98E-6
164.3E-6,72.36E-9,3.050E-9,30.70E-12,10.98E-6
164.3E-6,72.00E-9,2.593E-9,29.69E-12,10.98E-6
164.4E-6,72.08E-9,2.202E-9,29.08E-12,10.98E-6
164.5E-6,72.34E-9,1.933E-9,29.04E-12,10.97E-6
164.7E-6,72.41E-9,1.686E-9,28.98E-12,10.97E-6
164.8E-6,72.26E-9,1.504E-9,28.61E-12,10.97E-6
165.1E-6,72.14E-9,1.357E-9,28.26E-12,10.96E-6
165.3E-6,72.03E-9,1.228E-9,27.75E-12,10.96E-6
165.7E-6,71.90E-9,1.108E-9,27.19E-12,10.95E-6
166.1E-6,71.72E-9,987.6E-12,26.53E-12,10.95E-6
166.6E-6,71.46E-9,841.3E-12,25.72E-12,10.94E-6
166.7E-6,71.34E-9,782.3E-12,25.56E-12,10.94E-6
166.8E-6,71.03E-9,637.6E-12,25.40E-12,10.94E-6
167.0E-6,70.44E-9,400.2E-12,25.24E-12,10.94E-6
167.0E-6,70.05E-9,291.8E-12,25.12E-12,10.94E-6
167.2E-6,69.89E-9,244.4E-12,24.92E-12,10.94E-6
167.3E-6,69.93E-9,238.7E-12,24.78E-12,10.94E-6
167.4E-6,70.00E-9,233.4E-12,24.67E-12,10.94E-6
167.5E-6,70.03E-9,220.7E-12,24.50E-12,10.94E-6
167.8E-6,70.01E-9,194.4E-12,24.10E-12,10.93E-6
168.2E-6,70.00E-9,164.7E-12,23.63E-12,10.93E-6
168.8E-6,70.00E-9,134.4E-12,22.92E-12,10.93E-6
169.5E-6,70.00E-9,110.2E-12,22.13E-12,10.92E-6
169.5E-6,69.98E-9,109.6E-12,22.10E-12,10.97E-6
169.6E-6,69.94E-9,109.1E-12,21.98E-12,11.03E-6
169.7E-6,69.91E-9,108.9E-12,21.84E-12,11.09E-6
169.8E-6,69.96E-9,108.6E-12,21.77E-12,11.12E-6
169.9E-6,70.02E-9,108.1E-12,21.73E-12,11.14E-6
169.9E-6,70.06E-9,107.4E-12,21.71E-12,11.15E-6
170.0E-6,70.07E-9,106.3E-12,21.68E-12,11.16E-6
170.0E-6,70.07E-9,105.7E-12,21.55E-12,11.14E-6
170.0E-6,70.08E-9,105.0E-12,21.64E-12,11.12E-6
170.1E-6,70.10E-9,103.8E-12,21.66E-12,11.10E-6
170.1E-6,70.16E-9,101.2E-12,21.64E-12,11.07E-6
170.2E-6,70.18E-9,98.88E-12,21.63E-12,11.05E-6
170.2E-6,70.14E-9,96.21E-12,21.59E-12,11.04E-6
170.3E-6,70.06E-9,93.09E-12,21.48E-12,11.04E-6
170.5E-6,70.02E-9,89.48E-12,21.31E-12,11.04E-6
170.6E-6,70.04E-9,86.75E-12,21.14E-12,11.05E-6
170.8E-6,70.05E-9,83.64E-12,20.94E-12,11.05E-6
171.2E-6,70.03E-9,78.47E-12,20.57E-12,11.04E-6
171.6E-6,70.01E-9,72.85E-12,20.23E-12,11.03E-6
172.3E-6,69.99E-9,65.64E-12,19.62E-12,11.01E-6
173.3E-6,69.98E-9,57.32E-12,18.82E-12,10.99E-6
174.3E-6,69.98E-9,50.88E-12,18.10E-12,10.97E-6
175.3E-6,69.99E-9,45.73E-12,17.44E-12,10.96E-6
176.3E-6,69.99E-9,41.53E-12,16.82E-12,10.95E-6
177.3E-6,70.00E-9,38.04E-12,16.25E-12,10.94E-6
178.3E-6,70.00E-9,35.10E-12,15.72E-12,10.94E-6
179.3E-6,70.00E-9,32.60E-12,15.23E-12,10.94E-6
179.5E-6,70.00E-9,32.11E-12,15.13E-12,10.94E-6
179.6E-6,70.00E-9,31.76E-12,15.08E-12,10.96E-6
179.8E-6,70.01E-9,31.20E-12,15.01E-12,10.98E-6
179.9E-6,70.01E-9,30.55E-12,14.96E-12,11.00E-6
180.0E-6,70.02E-9,29.80E-12,14.91E-12,11.01E-6
180.1E-6,70.01E-9,29.13E-12,14.87E-12,11.00E-6
180.2E-6,70.01E-9,28.62E-12,14.82E-12,11.00E-6
180.3E-6,70.00E-9,28.18E-12,14.78E-12,11.00E-6
180.4E-6,70.00E-9,27.58E-12,14.70E-12,11.01E-6
180.7E-6,70.00E-9,27.06E-12,14.60E-12,11.02E-6
181.0E-6,70.00E-9,26.55E-12,14.46E-12,11.03E-6
181.4E-6,70.00E-9,26.15E-12,14.25E-12,11.05E-6
182.0E-6,70.00E-9,25.88E-12,14.03E-12,11.06E-6
182.8E-6,70.00E-9,25.35E-12,13.70E-12,11.07E-6
183.8E-6,69.99E-9,24.39E-12,13.33E-12,11.08E-6
184.8E-6,69.99E-9,23.31E-12,12.97E-12,11.08E-6
185.8E-6,70.00E-9,22.25E-12,12.65E-12,11.08E-6
186.8E-6,70.00E-9,21.26E-12,12.33E-12,11.08E-6
187.8E-6,70.00E-9,20.34E-12,12.04E-12,11.09E-6
188.8E-6,70.00E-9,19.50E-12,11.76E-12,11.09E-6
189.5E-6,70.00E-9,18.99E-12,11.59E-12,11.09E-6
189.6E-6,69.99E-9,19.08E-12,11.55E-12,11.11E-6
189.8E-6,69.99E-9,19.34E-12,11.51E-12,11.13E-6
189.9E-6,69.99E-9,19.72E-12,11.48E-12,11.14E-6
190.0E-6,69.99E-9,20.16E-12,11.46E-12,11.14E-6
190.1E-6,69.99E-9,20.48E-12,11.44E-12,11.13E-6
190.1E-6,69.99E-9,20.75E-12,11.42E-12,11.12E-6
190.2E-6,70.00E-9,20.98E-12,11.41E-12,11.11E-6
190.3E-6,70.00E-9,21.25E-12,11.38E-12,11.10E-6
190.4E-6,70.01E-9,21.28E-12,11.35E-12,11.09E-6
190.6E-6,70.01E-9,21.08E-12,11.31E-12,11.09E-6
190.9E-6,70.01E-9,20.65E-12,11.24E-12,11.08E-6
191.3E-6,70.01E-9,19.85E-12,11.15E-12,11.07E-6
191.9E-6,70.01E-9,18.62E-12,10.99E-12,11.06E-6
192.8E-6,70.00E-9,17.33E-12,10.83E-12,11.04E-6
193.8E-6,70.00E-9,16.43E-12,10.60E-12,11.02E-6
194.8E-6,69.99E-9,15.80E-12,10.39E-12,11.01E-6
195.8E-6,69.99E-9,15.29E-12,10.19E-12,11.00E-6
196.8E-6,70.00E-9,14.83E-12,9.995E-12,11.00E-6
197.8E-6,70.00E-9,14.41E-12,9.805E-12,10.99E-6
198.8E-6,70.00E-9,14.00E-12,9.628E-12,10.99E-6
199.5E-6,70.00E-9,13.72E-12,9.498E-12,10.99E-6
199.5E-6,70.23E-9,8.351E-12,8.560E-12,11.03E-6
199.6E-6,70.83E-9,-8.805E-12,10.03E-12,11.07E-6
199.7E-6,71.09E-9,-29.85E-12,10.34E-12,11.12E-6
199.7E-6,70.54E-9,-46.52E-12,10.40E-12,11.16E-6
199.8E-6,69.20E-9,-64.69E-12,10.26E-12,11.20E-6
199.9E-6,67.30E-9,-99.47E-12,9.345E-12,11.26E-6
199.9E-6,66.04E-9,-139.1E-12,8.367E-12,11.30E-6
200.0E-6,64.71E-9,-200.1E-12,6.748E-12,11.35E-6
200.0E-6,64.18E-9,-230.5E-12,5.900E-12,11.29E-6
200.0E-6,63.65E-9,-260.8E-12,2.777E-12,11.24E-6
200.1E-6,63.07E-9,-291.8E-12,706.8E-15,11.20E-6
200.1E-6,62.34E-9,-355.0E-12,-2.377E-12,11.14E-6
200.2E-6,62.37E-9,-426.8E-12,-6.083E-12,11.12E-6
200.2E-6,63.16E-9,-500.7E-12,-10.67E-12,11.10E-6
200.3E-6,64.54E-9,-575.4E-12,-16.17E-12,11.10E-6
200.3E-6,66.09E-9,-652.7E-12,-22.79E-12,11.10E-6
200.4E-6,66.86E-9,-729.6E-12,-30.02E-12,11.11E-6
200.5E-6,66.66E-9,-799.2E-12,-37.32E-12,11.11E-6
200.6E-6,66.12E-9,-875.2E-12,-46.24E-12,11.12E-6
200.7E-6,65.73E-9,-946.4E-12,-51.48E-12,11.13E-6
200.8E-6,65.54E-9,-1.014E-9,-52.52E-12,11.14E-6
200.9E-6,65.40E-9,-1.107E-9,-57.39E-12,11.16E-6
201.1E-6,65.28E-9,-1.178E-9,-73.03E-12,11.18E-6
201.2E-6,65.11E-9,-1.240E-9,-104.9E-12,11.20E-6
201.3E-6,64.81E-9,-1.310E-9,-177.8E-12,11.24E-6
201.5E-6,64.44E-9,-1.365E-9,-285.3E-12,11.28E-6
201.6E-6,63.98E-9,-1.323E-9,-405.6E-12,11.32E-6
201.7E-6,63.15E-9,-637.7E-12,-478.7E-12,11.35E-6
201.8E-6,61.88E-9,1.026E-9,-512.3E-12,11.36E-6
201.8E-6,58.87E-9,5.270E-9,-530.5E-12,11.38E-6
201.9E-6,51.29E-9,15.64E-9,-512.2E-12,11.40E-6
201.9E-6,42.13E-9,27.67E-9,-452.9E-12,11.42E-6
201.9E-6,32.35E-9,39.51E-9,-351.2E-12,11.44E-6
202.0E-6,21.88E-9,50.01E-9,-185.2E-12,11.47E-6
202.0E-6,13.51E-9,56.10E-9,21.62E-12,11.49E-6
202.0E-6,9.647E-9,59.48E-9,161.0E-12,11.51E-6
202.1E-6,7.665E-9,64.03E-9,246.1E-12,11.53E-6
202.1E-6,6.481E-9,68.99E-9,299.8E-12,11.56E-6
202.1E-6,5.605E-9,73.31E-9,338.0E-12,11.58E-6
202.1E-6,4.978E-9,75.60E-9,360.9E-12,11.59E-6
202.1E-6,4.517E-9,76.29E-9,370.6E-12,11.60E-6
202.2E-6,4.184E-9,76.14E-9,369.4E-12,11.61E-6
202.2E-6,3.899E-9,75.63E-9,358.6E-12,11.61E-6
202.2E-6,3.631E-9,75.10E-9,336.9E-12,11.62E-6
202.3E-6,3.358E-9,74.76E-9,301.6E-12,11.63E-6
202.3E-6,3.050E-9,74.77E-9,248.4E-12,11.64E-6
202.4E-6,2.786E-9,74.88E-9,190.4E-12,11.66E-6
202.6E-6,2.566E-9,74.70E-9,125.8E-12,11.68E-6
202.7E-6,2.384E-9,74.31E-9,55.87E-12,11.70E-6
202.9E-6,2.217E-9,73.92E-9,-15.70E-12,11.73E-6
203.1E-6,2.059E-9,73.54E-9,-78.24E-12,11.75E-6
203.3E-6,1.960E-9,73.30E-9,-107.2E-12,11.76E-6
203.3E-6,1.906E-9,73.18E-9,-116.2E-12,11.77E-6
203.3E-6,1.759E-9,72.93E-9,-124.5E-12,11.77E-6
203.4E-6,1.479E-9,72.52E-9,-127.1E-12,11.77E-6
203.4E-6,1.054E-9,71.74E-9,-126.5E-12,11.78E-6
203.5E-6,752.9E-12,70.77E-9,-126.3E-12,11.78E-6
203.5E-6,555.6E-12,69.52E-9,-135.1E-12,11.78E-6
203.5E-6,527.9E-12,69.06E-9,-147.5E-12,11.79E-6
203.6E-6,515.9E-12,68.96E-9,-162.0E-12,11.79E-6
203.6E-6,497.0E-12,69.16E-9,-177.1E-12,11.80E-6
203.7E-6,465.7E-12,69.52E-9,-189.6E-12,11.80E-6
203.8E-6,420.6E-12,69.62E-9,-198.4E-12,11.81E-6
204.0E-6,374.9E-12,69.46E-9,-208.4E-12,11.82E-6
204.1E-6,328.8E-12,69.34E-9,-222.5E-12,11.83E-6
204.4E-6,281.3E-12,69.32E-9,-236.8E-12,11.83E-6
204.7E-6,228.2E-12,69.30E-9,-248.8E-12,11.84E-6
205.1E-6,192.0E-12,69.28E-9,-252.0E-12,11.84E-6
205.5E-6,163.6E-12,69.29E-9,-248.6E-12,11.84E-6
205.9E-6,140.5E-12,69.32E-9,-239.3E-12,11.84E-6
206.4E-6,121.3E-12,69.36E-9,-224.9E-12,11.84E-6
207.0E-6,104.3E-12,69.41E-9,-205.7E-12,11.84E-6
207.8E-6,88.62E-12,69.48E-9,-180.9E-12,11.83E-6
208.8E-6,73.78E-12,69.57E-9,-149.9E-12,11.83E-6
209.5E-6,66.00E-12,69.62E-9,-129.6E-12,11.83E-6
209.6E-6,65.32E-12,69.64E-9,-127.7E-12,11.87E-6
209.7E-6,64.50E-12,69.65E-9,-125.7E-12,11.91E-6
209.8E-6,63.50E-12,69.66E-9,-122.4E-12,11.94E-6
209.9E-6,62.94E-12,69.66E-9,-120.3E-12,11.96E-6
210.0E-6,62.28E-12,69.67E-9,-118.2E-12,11.97E-6
210.0E-6,61.94E-12,69.67E-9,-117.0E-12,11.95E-6
210.1E-6,61.69E-12,69.67E-9,-115.7E-12,11.93E-6
210.1E-6,61.36E-12,69.67E-9,-114.4E-12,11.92E-6
210.2E-6,60.57E-12,69.68E-9,-112.4E-12,11.90E-6
210.3E-6,59.74E-12,69.69E-9,-110.3E-12,11.90E-6
210.4E-6,58.72E-12,69.71E-9,-107.1E-12,11.90E-6
210.6E-6,57.43E-12,69.72E-9,-101.8E-12,11.90E-6
210.8E-6,55.80E-12,69.72E-9,-93.97E-12,11.90E-6
211.1E-6,53.51E-12,69.71E-9,-79.03E-12,11.90E-6
211.6E-6,50.53E-12,69.69E-9,-46.64E-12,11.89E-6
212.3E-6,46.69E-12,69.61E-9,47.07E-12,11.87E-6
213.3E-6,42.34E-12,69.24E-9,357.4E-12,11.85E-6
214.2E-6,39.32E-12,68.56E-9,885.3E-12,11.84E-6
214.8E-6,37.16E-12,67.68E-9,1.540E-9,11.83E-6
215.5E-6,35.37E-12,66.65E-9,2.299E-9,11.83E-6
216.1E-6,33.75E-12,65.48E-9,3.206E-9,11.83E-6
216.3E-6,33.14E-12,64.99E-9,3.648E-9,11.82E-6
216.8E-6,32.04E-12,63.98E-9,4.836E-9,11.82E-6
217.2E-6,31.29E-12,63.15E-9,6.048E-9,11.82E-6
217.4E-6,30.72E-12,62.37E-9,7.141E-9,11.82E-6
217.8E-6,29.91E-12,61.16E-9,8.592E-9,11.83E-6
218.2E-6,29.18E-12,59.88E-9,9.937E-9,11.82E-6
218.6E-6,28.55E-12,58.73E-9,11.09E-9,11.82E-6
219.0E-6,27.87E-12,57.36E-9,12.48E-9,11.82E-6
219.5E-6,27.01E-12,55.57E-9,14.30E-9,11.82E-6
219.6E-6,26.00E-12,55.11E-9,14.71E-9,11.75E-6
219.8E-6,24.83E-12,54.80E-9,15.01E-9,11.70E-6
219.9E-6,23.10E-12,54.69E-9,15.18E-9,11.66E-6
220.0E-6,21.77E-12,54.87E-9,15.06E-9,11.65E-6
220.1E-6,21.39E-12,55.17E-9,14.85E-9,11.68E-6
220.1E-6,21.06E-12,55.51E-9,14.60E-9,11.71E-6
220.2E-6,21.26E-12,55.89E-9,14.31E-9,11.73E-6
220.3E-6,22.18E-12,56.61E-9,13.63E-9,11.75E-6
220.4E-6,23.10E-12,57.37E-9,12.86E-9,11.76E-6
220.6E-6,23.79E-12,58.44E-9,11.80E-9,11.76E-6
220.9E-6,24.03E-12,59.94E-9,10.34E-9,11.76E-6
221.2E-6,23.70E-12,61.86E-9,8.471E-9,11.78E-6
221.8E-6,23.00E-12,64.14E-9,6.214E-9,11.80E-6
222.4E-6,22.40E-12,65.97E-9,4.389E-9,11.82E-6
223.3E-6,21.71E-12,67.53E-9,2.809E-9,11.85E-6
224.3E-6,20.90E-12,68.53E-9,1.766E-9,11.87E-6
225.3E-6,20.09E-12,69.06E-9,1.186E-9,11.89E-6
226.3E-6,19.31E-12,69.36E-9,846.7E-12,11.90E-6
227.3E-6,18.57E-12,69.53E-9,638.0E-12,11.90E-6
228.3E-6,17.89E-12,69.64E-9,503.0E-12,11.91E-6
229.3E-6,17.26E-12,69.71E-9,411.8E-12,11.91E-6
229.5E-6,17.12E-12,69.72E-9,395.9E-12,11.91E-6
229.6E-6,17.60E-12,69.76E-9,385.4E-12,11.96E-6
229.7E-6,18.79E-12,69.78E-9,371.1E-12,12.01E-6
229.8E-6,20.30E-12,69.73E-9,362.6E-12,12.03E-6
229.9E-6,22.02E-12,69.61E-9,360.5E-12,12.05E-6
230.0E-6,22.60E-12,69.56E-9,365.9E-12,12.06E-6
230.1E-6,22.51E-12,69.50E-9,376.1E-12,12.03E-6
230.1E-6,22.27E-12,69.44E-9,387.4E-12,12.00E-6
230.2E-6,21.69E-12,69.40E-9,398.1E-12,11.98E-6
230.3E-6,20.15E-12,69.40E-9,421.4E-12,11.96E-6
230.4E-6,18.87E-12,69.40E-9,455.5E-12,11.96E-6
230.6E-6,17.88E-12,69.33E-9,512.7E-12,11.95E-6
230.9E-6,17.20E-12,69.16E-9,618.1E-12,11.95E-6
231.3E-6,16.82E-12,68.88E-9,820.7E-12,11.94E-6
231.8E-6,16.48E-12,68.31E-9,1.274E-9,11.92E-6
232.5E-6,16.00E-12,67.41E-9,2.051E-9,11.90E-6
233.4E-6,15.40E-12,65.75E-9,3.658E-9,11.87E-6
234.1E-6,14.99E-12,64.10E-9,5.429E-9,11.86E-6
234.6E-6,14.72E-12,62.63E-9,7.039E-9,11.85E-6
235.2E-6,14.42E-12,60.75E-9,9.019E-9,11.84E-6
236.2E-6,13.98E-12,57.43E-9,12.42E-9,11.84E-6
237.1E-6,13.66E-12,54.64E-9,15.24E-9,11.83E-6
238.0E-6,13.29E-12,51.46E-9,18.46E-9,11.83E-6
239.0E-6,12.94E-12,48.49E-9,21.46E-9,11.83E-6
240.0E-6,12.60E-12,45.87E-9,24.10E-9,11.83E-6
241.0E-6,12.29E-12,43.61E-9,26.36E-9,11.83E-6
242.0E-6,11.99E-12,41.71E-9,28.27E-9,11.82E-6
243.0E-6,11.72E-12,40.12E-9,29.87E-9,11.82E-6
244.0E-6,11.45E-12,38.81E-9,31.19E-9,11.82E-6
245.0E-6,11.20E-12,37.72E-9,32.27E-9,11.82E-6
246.0E-6,10.96E-12,36.83E-9,33.17E-9,11.82E-6
247.0E-6,10.74E-12,36.10E-9,33.90E-9,11.82E-6
248.0E-6,10.51E-12,35.50E-9,34.50E-9,11.82E-6
249.0E-6,10.31E-12,35.00E-9,35.00E-9,11.82E-6
249.5E-6,10.21E-12,34.80E-9,35.19E-9,11.82E-6
249.5E-6,8.625E-12,34.71E-9,35.10E-9,11.70E-6
249.6E-6,7.092E-12,34.56E-9,34.67E-9,11.57E-6
249.7E-6,-1.521E-12,35.62E-9,32.49E-9,11.49E-6
249.7E-6,-13.29E-12,38.55E-9,28.95E-9,11.48E-6
249.8E-6,-26.96E-12,45.15E-9,22.75E-9,11.48E-6
249.9E-6,-36.18E-12,56.54E-9,14.17E-9,11.50E-6
249.9E-6,-34.84E-12,63.90E-9,9.694E-9,11.50E-6
250.0E-6,-28.94E-12,69.21E-9,6.606E-9,11.51E-6
250.0E-6,-26.41E-12,70.34E-9,5.684E-9,11.53E-6
250.0E-6,-23.79E-12,71.13E-9,5.007E-9,11.54E-6
250.1E-6,-26.15E-12,71.61E-9,4.456E-9,11.55E-6
250.1E-6,-37.31E-12,72.02E-9,3.739E-9,11.55E-6
250.2E-6,-48.90E-12,72.23E-9,3.320E-9,11.54E-6
250.2E-6,-56.58E-12,72.47E-9,3.028E-9,11.51E-6
250.3E-6,-57.83E-12,72.76E-9,2.811E-9,11.48E-6
250.3E-6,-54.43E-12,72.98E-9,2.631E-9,11.44E-6
250.5E-6,-52.74E-12,73.02E-9,2.459E-9,11.39E-6
250.6E-6,-62.07E-12,72.92E-9,2.306E-9,11.34E-6
250.7E-6,-89.23E-12,72.76E-9,2.170E-9,11.30E-6
250.9E-6,-145.2E-12,72.54E-9,2.037E-9,11.26E-6
251.0E-6,-231.3E-12,72.23E-9,1.919E-9,11.24E-6
251.2E-6,-331.0E-12,71.87E-9,1.813E-9,11.22E-6
251.4E-6,-443.0E-12,71.41E-9,1.687E-9,11.20E-6
251.5E-6,-474.9E-12,71.22E-9,1.612E-9,11.20E-6
251.5E-6,-499.8E-12,70.87E-9,1.412E-9,11.20E-6
251.6E-6,-523.7E-12,69.95E-9,934.0E-12,11.19E-6
251.6E-6,-539.9E-12,69.11E-9,674.3E-12,11.19E-6
251.7E-6,-559.0E-12,68.32E-9,549.9E-12,11.19E-6
251.7E-6,-582.0E-12,67.79E-9,496.3E-12,11.18E-6
251.7E-6,-607.9E-12,67.56E-9,470.9E-12,11.18E-6
251.8E-6,-637.9E-12,67.58E-9,449.8E-12,11.18E-6
251.9E-6,-673.7E-12,67.77E-9,421.4E-12,11.18E-6
252.0E-6,-723.6E-12,67.86E-9,374.4E-12,11.17E-6
252.2E-6,-775.6E-12,67.69E-9,326.5E-12,11.17E-6
252.4E-6,-829.4E-12,67.49E-9,281.2E-12,11.16E-6
252.7E-6,-876.1E-12,67.40E-9,242.1E-12,11.15E-6
252.9E-6,-905.3E-12,67.36E-9,212.5E-12,11.14E-6
253.2E-6,-901.5E-12,67.32E-9,189.5E-12,11.13E-6
253.4E-6,-519.8E-12,66.89E-9,176.1E-12,11.12E-6
253.4E-6,181.0E-12,66.27E-9,172.0E-12,11.12E-6
253.5E-6,2.419E-9,64.19E-9,167.6E-12,11.12E-6
253.6E-6,6.139E-9,60.69E-9,164.7E-12,11.12E-6
253.6E-6,12.75E-9,54.16E-9,162.3E-12,11.12E-6
253.7E-6,20.73E-9,45.81E-9,160.6E-12,11.13E-6
253.7E-6,28.84E-9,36.55E-9,159.3E-12,11.13E-6
253.8E-6,36.94E-9,26.14E-9,157.5E-12,11.13E-6
253.8E-6,41.77E-9,19.40E-9,155.5E-12,11.13E-6
253.8E-6,47.64E-9,13.56E-9,152.5E-12,11.13E-6
253.9E-6,54.57E-9,10.40E-9,150.0E-12,11.14E-6
253.9E-6,61.08E-9,8.536E-9,148.1E-12,11.16E-6
253.9E-6,66.74E-9,7.053E-9,146.4E-12,11.17E-6
254.0E-6,70.94E-9,5.730E-9,145.1E-12,11.18E-6
254.0E-6,72.85E-9,4.779E-9,143.9E-12,11.18E-6
254.0E-6,73.28E-9,4.118E-9,142.7E-12,11.19E-6
254.0E-6,73.11E-9,3.586E-9,141.1E-12,11.18E-6
254.1E-6,72.60E-9,3.110E-9,138.8E-12,11.18E-6
254.1E-6,72.15E-9,2.683E-9,135.9E-12,11.18E-6
254.2E-6,72.11E-9,2.289E-9,132.1E-12,11.17E-6
