time (s),leafValue( IT("/I0/Iout1") "Design_Point" 1 ) (A),leafValue( IT("/I0/Iout2") "Design_Point" 1 ) (A),leafValue( getData(":pwr" ?result "tran") "Design_Point" 1 ) (W)
1.093E-3,1.652E-9,14.36E-9,11.57E-6
1.093E-3,1.594E-9,14.41E-9,11.53E-6
1.094E-3,1.561E-9,14.44E-9,11.49E-6
1.095E-3,1.572E-9,14.42E-9,11.45E-6
1.096E-3,1.670E-9,14.31E-9,11.42E-6
1.097E-3,1.879E-9,14.09E-9,11.40E-6
1.098E-3,2.236E-9,13.72E-9,11.39E-6
1.099E-3,2.793E-9,13.16E-9,11.40E-6
1.100E-3,3.480E-9,12.47E-9,11.41E-6
1.100E-3,3.532E-9,12.42E-9,11.40E-6
1.100E-3,3.607E-9,12.35E-9,11.37E-6
1.100E-3,3.740E-9,12.22E-9,11.34E-6
1.100E-3,3.856E-9,12.10E-9,11.31E-6
1.100E-3,3.977E-9,11.98E-9,11.29E-6
1.100E-3,4.014E-9,11.94E-9,11.30E-6
1.100E-3,4.051E-9,11.91E-9,11.30E-6
1.100E-3,4.095E-9,11.86E-9,11.31E-6
1.100E-3,4.184E-9,11.77E-9,11.32E-6
1.100E-3,4.288E-9,11.67E-9,11.34E-6
1.100E-3,4.399E-9,11.56E-9,11.35E-6
1.100E-3,4.530E-9,11.43E-9,11.36E-6
1.101E-3,4.695E-9,11.26E-9,11.37E-6
1.101E-3,4.926E-9,11.04E-9,11.37E-6
1.101E-3,5.215E-9,10.75E-9,11.37E-6
1.101E-3,5.597E-9,10.37E-9,11.37E-6
1.102E-3,6.195E-9,9.777E-9,11.38E-6
1.102E-3,7.129E-9,8.855E-9,11.39E-6
1.103E-3,8.296E-9,7.703E-9,11.42E-6
1.104E-3,9.991E-9,6.037E-9,11.46E-6
1.105E-3,11.93E-9,4.136E-9,11.52E-6
1.106E-3,13.44E-9,2.646E-9,11.58E-6
1.107E-3,14.45E-9,1.650E-9,11.64E-6
1.108E-3,15.05E-9,1.047E-9,11.70E-6
1.109E-3,15.39E-9,696.2E-12,11.75E-6
1.110E-3,15.57E-9,504.7E-12,11.79E-6
1.110E-3,15.58E-9,493.7E-12,11.77E-6
1.110E-3,15.59E-9,479.6E-12,11.75E-6
1.110E-3,15.61E-9,457.9E-12,11.72E-6
1.110E-3,15.62E-9,445.2E-12,11.70E-6
1.110E-3,15.63E-9,433.3E-12,11.69E-6
1.110E-3,15.63E-9,428.9E-12,11.69E-6
1.110E-3,15.63E-9,424.5E-12,11.70E-6
1.110E-3,15.64E-9,419.8E-12,11.70E-6
1.110E-3,15.64E-9,410.9E-12,11.72E-6
1.110E-3,15.65E-9,401.2E-12,11.73E-6
1.110E-3,15.66E-9,391.3E-12,11.74E-6
1.110E-3,15.67E-9,379.7E-12,11.75E-6
1.111E-3,15.69E-9,365.1E-12,11.75E-6
1.111E-3,15.70E-9,346.9E-12,11.76E-6
1.111E-3,15.73E-9,325.1E-12,11.77E-6
1.111E-3,15.76E-9,294.4E-12,11.78E-6
1.112E-3,15.80E-9,255.5E-12,11.81E-6
1.113E-3,15.85E-9,212.8E-12,11.83E-6
1.114E-3,15.90E-9,162.0E-12,11.87E-6
1.115E-3,15.93E-9,124.5E-12,11.91E-6
1.116E-3,15.94E-9,100.1E-12,11.93E-6
1.117E-3,15.95E-9,84.62E-12,11.95E-6
1.118E-3,15.95E-9,75.51E-12,11.96E-6
1.119E-3,15.94E-9,70.96E-12,11.96E-6
1.120E-3,15.94E-9,69.43E-12,11.96E-6
1.120E-3,15.94E-9,69.44E-12,11.94E-6
1.120E-3,15.94E-9,69.45E-12,11.92E-6
1.120E-3,15.94E-9,69.46E-12,11.88E-6
1.120E-3,15.94E-9,69.46E-12,11.85E-6
1.120E-3,15.94E-9,69.46E-12,11.84E-6
1.120E-3,15.94E-9,69.49E-12,11.84E-6
1.120E-3,15.94E-9,69.48E-12,11.84E-6
1.120E-3,15.94E-9,69.49E-12,11.85E-6
1.120E-3,15.94E-9,69.54E-12,11.86E-6
1.121E-3,15.93E-9,69.67E-12,11.88E-6
1.121E-3,15.93E-9,70.01E-12,11.89E-6
1.121E-3,15.93E-9,70.58E-12,11.90E-6
1.121E-3,15.93E-9,71.61E-12,11.90E-6
1.122E-3,15.92E-9,73.54E-12,11.89E-6
1.122E-3,15.91E-9,77.46E-12,11.88E-6
1.122E-3,15.90E-9,83.73E-12,11.86E-6
1.123E-3,15.88E-9,94.24E-12,11.84E-6
1.124E-3,15.86E-9,110.4E-12,11.82E-6
1.125E-3,15.85E-9,123.0E-12,11.80E-6
1.126E-3,15.86E-9,129.1E-12,11.79E-6
1.127E-3,15.87E-9,128.1E-12,11.78E-6
1.128E-3,15.88E-9,121.9E-12,11.78E-6
1.129E-3,15.90E-9,112.9E-12,11.78E-6
1.130E-3,15.90E-9,109.4E-12,11.78E-6
1.130E-3,15.90E-9,108.9E-12,11.96E-6
1.130E-3,15.91E-9,108.3E-12,12.25E-6
1.130E-3,15.92E-9,107.3E-12,12.60E-6
1.130E-3,15.93E-9,106.0E-12,12.89E-6
1.130E-3,15.94E-9,104.7E-12,13.14E-6
1.130E-3,15.95E-9,103.3E-12,13.37E-6
1.130E-3,15.95E-9,102.5E-12,13.49E-6
1.130E-3,15.95E-9,101.8E-12,13.60E-6
1.130E-3,15.95E-9,101.6E-12,13.50E-6
1.130E-3,15.95E-9,101.5E-12,13.40E-6
1.130E-3,15.94E-9,101.3E-12,13.29E-6
1.130E-3,15.94E-9,100.9E-12,13.09E-6
1.130E-3,15.93E-9,100.7E-12,12.90E-6
1.130E-3,15.91E-9,100.6E-12,12.75E-6
1.130E-3,15.89E-9,100.6E-12,12.62E-6
1.130E-3,15.88E-9,101.2E-12,12.51E-6
1.131E-3,15.88E-9,102.7E-12,12.45E-6
1.131E-3,15.88E-9,105.8E-12,12.42E-6
1.131E-3,15.86E-9,111.7E-12,12.41E-6
1.131E-3,15.83E-9,123.0E-12,12.42E-6
1.131E-3,15.79E-9,144.4E-12,12.43E-6
1.132E-3,15.73E-9,183.5E-12,12.44E-6
1.132E-3,15.62E-9,260.9E-12,12.44E-6
1.133E-3,15.40E-9,428.2E-12,12.43E-6
1.134E-3,15.02E-9,748.2E-12,12.42E-6
1.134E-3,14.60E-9,1.156E-9,12.41E-6
1.135E-3,13.97E-9,1.829E-9,12.40E-6
1.135E-3,13.33E-9,2.524E-9,12.40E-6
1.135E-3,12.47E-9,3.425E-9,12.39E-6
1.136E-3,10.34E-9,5.616E-9,12.37E-6
1.137E-3,8.601E-9,7.387E-9,12.36E-6
1.138E-3,6.517E-9,9.510E-9,12.35E-6
1.139E-3,4.377E-9,11.69E-9,12.33E-6
1.140E-3,3.454E-9,12.62E-9,12.31E-6
1.140E-3,3.396E-9,12.71E-9,12.33E-6
1.140E-3,3.321E-9,12.90E-9,12.35E-6
1.140E-3,3.202E-9,13.13E-9,12.36E-6
1.140E-3,3.089E-9,13.18E-9,12.35E-6
1.140E-3,2.967E-9,13.18E-9,12.33E-6
1.140E-3,2.803E-9,13.26E-9,12.30E-6
1.140E-3,2.610E-9,13.48E-9,12.28E-6
1.140E-3,2.540E-9,13.56E-9,12.26E-6
1.140E-3,2.462E-9,13.64E-9,12.24E-6
1.140E-3,2.359E-9,13.71E-9,12.22E-6
1.140E-3,2.134E-9,13.88E-9,12.19E-6
1.140E-3,1.915E-9,14.14E-9,12.18E-6
1.140E-3,1.691E-9,14.49E-9,12.19E-6
1.140E-3,1.442E-9,14.88E-9,12.20E-6
1.140E-3,1.170E-9,15.23E-9,12.21E-6
1.141E-3,915.2E-12,15.48E-9,12.21E-6
1.141E-3,703.2E-12,15.64E-9,12.21E-6
1.141E-3,504.2E-12,15.79E-9,12.21E-6
1.141E-3,331.1E-12,15.90E-9,12.20E-6
1.142E-3,210.7E-12,15.97E-9,12.20E-6
1.142E-3,146.6E-12,15.99E-9,12.19E-6
1.143E-3,108.6E-12,16.00E-9,12.19E-6
1.143E-3,83.46E-12,16.00E-9,12.18E-6
1.144E-3,65.60E-12,16.01E-9,12.17E-6
1.145E-3,52.17E-12,16.01E-9,12.16E-6
1.146E-3,42.04E-12,16.01E-9,12.14E-6
1.147E-3,35.16E-12,16.01E-9,12.12E-6
1.148E-3,30.17E-12,16.01E-9,12.11E-6
1.149E-3,26.11E-12,16.01E-9,12.09E-6
1.150E-3,24.57E-12,16.01E-9,12.09E-6
1.150E-3,26.40E-12,15.97E-9,11.93E-6
1.150E-3,28.33E-12,15.84E-9,11.71E-6
1.150E-3,20.23E-12,15.66E-9,11.44E-6
1.150E-3,7.812E-12,15.62E-9,11.23E-6
1.150E-3,-1.035E-12,15.67E-9,11.05E-6
1.150E-3,-4.324E-12,15.77E-9,10.87E-6
1.150E-3,-3.318E-12,15.84E-9,10.73E-6
1.150E-3,-2.412E-12,15.85E-9,10.74E-6
1.150E-3,-3.186E-12,15.87E-9,10.76E-6
1.150E-3,-8.978E-12,15.93E-9,10.79E-6
1.150E-3,-19.79E-12,16.15E-9,10.87E-6
1.150E-3,-20.74E-12,16.30E-9,10.96E-6
1.150E-3,-13.56E-12,16.26E-9,11.04E-6
1.150E-3,-6.157E-12,16.09E-9,11.12E-6
1.150E-3,-2.633E-12,15.92E-9,11.19E-6
1.151E-3,-772.0E-15,15.87E-9,11.26E-6
1.151E-3,2.509E-12,15.88E-9,11.31E-6
1.151E-3,7.752E-12,15.89E-9,11.35E-6
1.151E-3,14.56E-12,15.90E-9,11.37E-6
1.151E-3,23.37E-12,15.90E-9,11.39E-6
1.151E-3,35.47E-12,15.89E-9,11.39E-6
1.152E-3,53.78E-12,15.87E-9,11.38E-6
1.152E-3,78.57E-12,15.84E-9,11.36E-6
1.152E-3,114.9E-12,15.79E-9,11.34E-6
1.153E-3,174.6E-12,15.71E-9,11.32E-6
1.154E-3,282.6E-12,15.56E-9,11.31E-6
1.154E-3,471.1E-12,15.32E-9,11.30E-6
1.155E-3,846.6E-12,14.93E-9,11.29E-6
1.156E-3,1.307E-9,14.52E-9,11.28E-6
1.157E-3,1.741E-9,14.14E-9,11.28E-6
1.157E-3,2.307E-9,13.61E-9,11.28E-6
1.158E-3,3.374E-9,12.56E-9,11.29E-6
1.159E-3,4.374E-9,11.57E-9,11.29E-6
1.160E-3,5.559E-9,10.40E-9,11.30E-6
1.160E-3,5.637E-9,10.33E-9,11.34E-6
1.160E-3,5.745E-9,10.22E-9,11.41E-6
1.160E-3,5.942E-9,10.03E-9,11.54E-6
1.160E-3,6.124E-9,9.856E-9,11.63E-6
1.160E-3,6.288E-9,9.699E-9,11.70E-6
1.160E-3,6.462E-9,9.531E-9,11.76E-6
1.160E-3,6.508E-9,9.485E-9,11.73E-6
1.160E-3,6.555E-9,9.438E-9,11.70E-6
1.160E-3,6.610E-9,9.384E-9,11.68E-6
1.160E-3,6.718E-9,9.275E-9,11.62E-6
1.160E-3,6.836E-9,9.156E-9,11.57E-6
1.160E-3,6.963E-9,9.025E-9,11.54E-6
1.160E-3,7.114E-9,8.872E-9,11.51E-6
1.161E-3,7.300E-9,8.687E-9,11.48E-6
1.161E-3,7.537E-9,8.455E-9,11.47E-6
1.161E-3,7.840E-9,8.157E-9,11.46E-6
1.161E-3,8.214E-9,7.787E-9,11.47E-6
1.161E-3,8.667E-9,7.337E-9,11.48E-6
1.162E-3,9.229E-9,6.781E-9,11.49E-6
1.162E-3,9.959E-9,6.060E-9,11.51E-6
1.163E-3,10.99E-9,5.046E-9,11.54E-6
1.164E-3,12.15E-9,3.904E-9,11.59E-6
1.165E-3,13.25E-9,2.817E-9,11.64E-6
1.166E-3,14.08E-9,1.996E-9,11.70E-6
1.167E-3,14.65E-9,1.418E-9,11.76E-6
1.168E-3,15.03E-9,1.034E-9,11.81E-6
1.169E-3,15.27E-9,786.6E-12,11.87E-6
1.170E-3,15.37E-9,679.7E-12,11.90E-6
1.170E-3,15.38E-9,670.7E-12,11.90E-6
1.170E-3,15.39E-9,659.5E-12,11.89E-6
1.170E-3,15.40E-9,644.6E-12,11.89E-6
1.170E-3,15.41E-9,631.2E-12,11.89E-6
1.170E-3,15.42E-9,618.7E-12,11.88E-6
1.170E-3,15.43E-9,614.8E-12,11.88E-6
1.170E-3,15.43E-9,611.0E-12,11.87E-6
1.170E-3,15.43E-9,606.7E-12,11.87E-6
1.170E-3,15.44E-9,598.3E-12,11.86E-6
1.170E-3,15.45E-9,587.7E-12,11.86E-6
1.170E-3,15.46E-9,577.3E-12,11.87E-6
1.171E-3,15.47E-9,566.5E-12,11.89E-6
1.171E-3,15.48E-9,555.1E-12,11.90E-6
1.171E-3,15.49E-9,542.8E-12,11.92E-6
1.171E-3,15.50E-9,528.7E-12,11.94E-6
1.171E-3,15.51E-9,515.9E-12,11.95E-6
1.172E-3,15.51E-9,504.3E-12,11.96E-6
1.172E-3,15.51E-9,495.8E-12,11.98E-6
1.173E-3,15.51E-9,494.8E-12,11.99E-6
1.174E-3,15.48E-9,511.2E-12,12.01E-6
1.175E-3,15.43E-9,549.7E-12,12.02E-6
1.176E-3,15.37E-9,606.5E-12,12.03E-6
1.177E-3,15.29E-9,680.9E-12,12.04E-6
1.178E-3,15.20E-9,771.6E-12,12.04E-6
1.179E-3,15.10E-9,875.7E-12,12.04E-6
1.180E-3,15.03E-9,945.2E-12,12.04E-6
1.180E-3,15.02E-9,955.2E-12,12.01E-6
1.180E-3,15.00E-9,967.1E-12,11.97E-6
1.180E-3,14.98E-9,982.6E-12,11.93E-6
1.180E-3,14.97E-9,993.5E-12,11.91E-6
1.180E-3,14.96E-9,1.004E-9,11.90E-6
1.180E-3,14.95E-9,1.009E-9,11.90E-6
1.180E-3,14.95E-9,1.013E-9,11.91E-6
1.180E-3,14.95E-9,1.018E-9,11.92E-6
1.180E-3,14.94E-9,1.025E-9,11.94E-6
1.180E-3,14.95E-9,1.033E-9,11.95E-6
1.180E-3,14.95E-9,1.040E-9,11.96E-6
1.181E-3,14.95E-9,1.045E-9,11.97E-6
1.181E-3,14.95E-9,1.049E-9,11.97E-6
1.181E-3,14.95E-9,1.049E-9,11.97E-6
1.181E-3,14.96E-9,1.044E-9,11.97E-6
1.182E-3,14.97E-9,1.034E-9,11.97E-6
1.182E-3,14.98E-9,1.024E-9,11.97E-6
1.183E-3,14.98E-9,1.023E-9,11.97E-6
1.184E-3,14.95E-9,1.044E-9,11.97E-6
1.185E-3,14.92E-9,1.075E-9,11.97E-6
1.186E-3,14.89E-9,1.100E-9,11.97E-6
1.187E-3,14.90E-9,1.103E-9,11.97E-6
1.188E-3,14.93E-9,1.076E-9,11.98E-6
1.189E-3,14.99E-9,1.023E-9,11.99E-6
1.190E-3,15.02E-9,999.1E-12,12.00E-6
1.190E-3,15.02E-9,995.8E-12,11.98E-6
1.190E-3,15.02E-9,991.3E-12,11.96E-6
1.190E-3,15.03E-9,986.3E-12,11.94E-6
1.190E-3,15.04E-9,976.5E-12,11.91E-6
1.190E-3,15.05E-9,968.6E-12,11.88E-6
1.190E-3,15.06E-9,960.5E-12,11.86E-6
1.190E-3,15.06E-9,958.5E-12,11.85E-6
1.190E-3,15.06E-9,956.3E-12,11.85E-6
1.190E-3,15.06E-9,953.6E-12,11.85E-6
1.190E-3,15.07E-9,948.2E-12,11.85E-6
1.190E-3,15.08E-9,937.3E-12,11.85E-6
1.190E-3,15.09E-9,924.9E-12,11.86E-6
1.191E-3,15.11E-9,910.7E-12,11.88E-6
1.191E-3,15.12E-9,896.3E-12,11.90E-6
1.191E-3,15.14E-9,881.6E-12,11.91E-6
1.191E-3,15.16E-9,864.6E-12,11.92E-6
1.191E-3,15.18E-9,844.8E-12,11.93E-6
1.192E-3,15.20E-9,819.0E-12,11.94E-6
1.192E-3,15.23E-9,791.0E-12,11.93E-6
1.192E-3,15.26E-9,759.7E-12,11.93E-6
1.193E-3,15.30E-9,722.0E-12,11.93E-6
1.194E-3,15.35E-9,671.7E-12,11.92E-6
1.195E-3,15.39E-9,627.3E-12,11.91E-6
1.196E-3,15.43E-9,586.6E-12,11.90E-6
1.197E-3,15.46E-9,554.7E-12,11.88E-6
1.198E-3,15.48E-9,528.4E-12,11.86E-6
1.199E-3,15.50E-9,504.7E-12,11.84E-6
1.200E-3,15.52E-9,485.3E-12,11.82E-6
1.200E-3,15.53E-9,483.7E-12,11.84E-6
1.200E-3,15.53E-9,481.6E-12,11.87E-6
1.200E-3,15.54E-9,478.0E-12,11.91E-6
1.200E-3,15.54E-9,475.6E-12,11.93E-6
1.200E-3,15.55E-9,473.7E-12,11.95E-6
1.200E-3,15.55E-9,473.2E-12,11.93E-6
1.200E-3,15.54E-9,472.8E-12,11.92E-6
1.200E-3,15.54E-9,472.5E-12,11.91E-6
1.200E-3,15.54E-9,472.3E-12,11.89E-6
1.200E-3,15.53E-9,472.7E-12,11.87E-6
1.200E-3,15.52E-9,473.6E-12,11.86E-6
1.201E-3,15.52E-9,475.0E-12,11.85E-6
1.201E-3,15.52E-9,477.1E-12,11.84E-6
1.201E-3,15.51E-9,480.5E-12,11.83E-6
1.201E-3,15.50E-9,486.1E-12,11.82E-6
1.202E-3,15.50E-9,492.7E-12,11.81E-6
1.202E-3,15.49E-9,497.8E-12,11.81E-6
1.203E-3,15.50E-9,495.4E-12,11.80E-6
1.204E-3,15.54E-9,471.8E-12,11.81E-6
1.205E-3,15.59E-9,429.3E-12,11.81E-6
1.206E-3,15.65E-9,378.8E-12,11.82E-6
1.207E-3,15.70E-9,328.8E-12,11.84E-6
1.208E-3,15.75E-9,284.4E-12,11.85E-6
1.209E-3,15.78E-9,247.7E-12,11.87E-6
1.209E-3,15.81E-9,221.4E-12,11.89E-6
1.210E-3,15.81E-9,219.8E-12,11.88E-6
1.210E-3,15.81E-9,217.7E-12,11.87E-6
1.210E-3,15.80E-9,214.6E-12,11.86E-6
1.210E-3,15.80E-9,212.3E-12,11.84E-6
1.210E-3,15.80E-9,211.2E-12,11.83E-6
1.210E-3,15.80E-9,210.1E-12,11.82E-6
1.210E-3,15.80E-9,209.5E-12,11.82E-6
1.210E-3,15.80E-9,208.9E-12,11.81E-6
1.210E-3,15.80E-9,208.3E-12,11.81E-6
1.210E-3,15.80E-9,207.1E-12,11.80E-6
1.210E-3,15.81E-9,205.3E-12,11.80E-6
1.210E-3,15.82E-9,203.1E-12,11.81E-6
1.210E-3,15.83E-9,200.5E-12,11.82E-6
1.211E-3,15.84E-9,196.8E-12,11.83E-6
1.211E-3,15.84E-9,192.0E-12,11.85E-6
1.211E-3,15.85E-9,186.4E-12,11.87E-6
1.211E-3,15.85E-9,179.8E-12,11.88E-6
1.211E-3,15.87E-9,171.6E-12,11.89E-6
1.212E-3,15.87E-9,162.5E-12,11.90E-6
1.212E-3,15.88E-9,153.8E-12,11.90E-6
1.213E-3,15.87E-9,146.0E-12,11.90E-6
1.214E-3,15.86E-9,142.6E-12,11.90E-6
1.215E-3,15.84E-9,148.9E-12,11.89E-6
1.216E-3,15.82E-9,162.8E-12,11.87E-6
1.217E-3,15.80E-9,180.0E-12,11.86E-6
1.218E-3,15.78E-9,196.3E-12,11.84E-6
1.219E-3,15.78E-9,208.3E-12,11.83E-6
1.219E-3,15.78E-9,213.9E-12,11.82E-6
1.220E-3,15.78E-9,214.0E-12,11.93E-6
1.220E-3,15.78E-9,214.2E-12,12.13E-6
1.220E-3,15.78E-9,214.4E-12,12.46E-6
1.220E-3,15.78E-9,214.4E-12,12.67E-6
1.220E-3,15.78E-9,214.5E-12,12.83E-6
1.220E-3,15.78E-9,214.4E-12,12.93E-6
1.220E-3,15.78E-9,214.3E-12,13.01E-6
1.220E-3,15.79E-9,214.3E-12,12.95E-6
1.220E-3,15.79E-9,214.2E-12,12.89E-6
1.220E-3,15.79E-9,214.2E-12,12.83E-6
1.220E-3,15.79E-9,214.0E-12,12.70E-6
1.220E-3,15.79E-9,213.8E-12,12.57E-6
1.220E-3,15.79E-9,213.6E-12,12.46E-6
1.220E-3,15.79E-9,213.3E-12,12.37E-6
1.220E-3,15.79E-9,213.0E-12,12.30E-6
1.221E-3,15.79E-9,212.6E-12,12.26E-6
1.221E-3,15.79E-9,212.1E-12,12.24E-6
1.221E-3,15.79E-9,211.9E-12,12.24E-6
1.221E-3,15.79E-9,212.2E-12,12.25E-6
1.222E-3,15.78E-9,214.2E-12,12.27E-6
1.222E-3,15.77E-9,220.2E-12,12.29E-6
1.223E-3,15.74E-9,235.5E-12,12.31E-6
1.223E-3,15.70E-9,267.3E-12,12.32E-6
1.224E-3,15.62E-9,330.3E-12,12.33E-6
1.225E-3,15.47E-9,455.7E-12,12.33E-6
1.226E-3,15.24E-9,664.1E-12,12.34E-6
1.227E-3,14.89E-9,1.010E-9,12.34E-6
1.228E-3,14.35E-9,1.555E-9,12.34E-6
1.229E-3,13.56E-9,2.357E-9,12.33E-6
1.229E-3,13.11E-9,2.818E-9,12.33E-6
1.230E-3,13.08E-9,2.862E-9,12.31E-6
1.230E-3,13.07E-9,2.932E-9,12.28E-6
1.230E-3,13.03E-9,3.035E-9,12.23E-6
1.230E-3,12.92E-9,3.139E-9,12.17E-6
1.230E-3,12.75E-9,3.251E-9,12.09E-6
1.230E-3,12.58E-9,3.372E-9,12.02E-6
1.230E-3,12.43E-9,3.511E-9,11.95E-6
1.230E-3,12.37E-9,3.555E-9,11.91E-6
1.230E-3,12.31E-9,3.602E-9,11.89E-6
1.230E-3,12.23E-9,3.654E-9,11.86E-6
1.230E-3,12.05E-9,3.761E-9,11.83E-6
1.230E-3,11.88E-9,3.905E-9,11.83E-6
1.230E-3,11.75E-9,4.082E-9,11.85E-6
1.230E-3,11.59E-9,4.302E-9,11.89E-6
1.230E-3,11.37E-9,4.557E-9,11.93E-6
1.231E-3,11.08E-9,4.854E-9,11.97E-6
1.231E-3,10.75E-9,5.190E-9,11.99E-6
1.231E-3,10.35E-9,5.590E-9,12.00E-6
1.231E-3,9.853E-9,6.098E-9,11.99E-6
1.231E-3,9.232E-9,6.732E-9,11.97E-6
1.232E-3,8.578E-9,7.400E-9,11.94E-6
1.232E-3,7.847E-9,8.145E-9,11.90E-6
1.232E-3,7.010E-9,8.995E-9,11.86E-6
1.233E-3,6.119E-9,9.894E-9,11.83E-6
1.234E-3,5.418E-9,10.60E-9,11.80E-6
1.235E-3,4.804E-9,11.21E-9,11.77E-6
1.236E-3,4.390E-9,11.62E-9,11.76E-6
1.237E-3,4.189E-9,11.81E-9,11.74E-6
1.238E-3,4.145E-9,11.85E-9,11.74E-6
1.239E-3,4.231E-9,11.76E-9,11.73E-6
1.239E-3,4.387E-9,11.60E-9,11.74E-6
1.240E-3,4.393E-9,11.58E-9,11.67E-6
1.240E-3,4.397E-9,11.52E-9,11.58E-6
1.240E-3,4.415E-9,11.43E-9,11.45E-6
1.240E-3,4.457E-9,11.40E-9,11.38E-6
1.240E-3,4.516E-9,11.38E-9,11.32E-6
1.240E-3,4.576E-9,11.35E-9,11.28E-6
1.240E-3,4.595E-9,11.33E-9,11.29E-6
1.240E-3,4.617E-9,11.32E-9,11.30E-6
1.240E-3,4.647E-9,11.32E-9,11.32E-6
1.240E-3,4.720E-9,11.34E-9,11.37E-6
1.240E-3,4.802E-9,11.31E-9,11.42E-6
1.240E-3,4.876E-9,11.20E-9,11.46E-6
1.240E-3,4.960E-9,11.05E-9,11.49E-6
1.241E-3,5.080E-9,10.89E-9,11.50E-6
1.241E-3,5.257E-9,10.70E-9,11.51E-6
1.241E-3,5.488E-9,10.47E-9,11.51E-6
1.241E-3,5.795E-9,10.17E-9,11.51E-6
1.241E-3,6.235E-9,9.741E-9,11.52E-6
1.242E-3,6.819E-9,9.166E-9,11.54E-6
1.242E-3,7.581E-9,8.415E-9,11.57E-6
1.243E-3,8.706E-9,7.306E-9,11.61E-6
1.243E-3,10.28E-9,5.753E-9,11.65E-6
1.244E-3,11.95E-9,4.116E-9,11.70E-6
1.245E-3,13.25E-9,2.826E-9,11.75E-6
1.246E-3,14.12E-9,1.952E-9,11.80E-6
1.247E-3,14.68E-9,1.390E-9,11.84E-6
1.248E-3,15.03E-9,1.032E-9,11.87E-6
1.249E-3,15.24E-9,805.0E-12,11.90E-6
1.250E-3,15.27E-9,776.9E-12,11.91E-6
1.250E-3,15.28E-9,770.6E-12,12.03E-6
1.250E-3,15.29E-9,762.0E-12,12.22E-6
1.250E-3,15.30E-9,754.6E-12,12.38E-6
1.250E-3,15.32E-9,744.0E-12,12.58E-6
1.250E-3,15.34E-9,733.8E-12,12.75E-6
1.250E-3,15.36E-9,722.5E-12,12.91E-6
1.250E-3,15.37E-9,709.9E-12,13.05E-6
1.250E-3,15.37E-9,704.4E-12,13.12E-6
1.250E-3,15.37E-9,702.4E-12,13.06E-6
1.250E-3,15.37E-9,700.4E-12,12.99E-6
1.250E-3,15.37E-9,698.6E-12,12.92E-6
1.250E-3,15.36E-9,695.5E-12,12.79E-6
1.250E-3,15.35E-9,693.2E-12,12.67E-6
1.250E-3,15.34E-9,692.4E-12,12.57E-6
1.250E-3,15.31E-9,693.9E-12,12.49E-6
1.250E-3,15.29E-9,700.0E-12,12.44E-6
1.251E-3,15.27E-9,713.9E-12,12.40E-6
1.251E-3,15.23E-9,741.1E-12,12.39E-6
1.251E-3,15.16E-9,790.0E-12,12.40E-6
1.251E-3,15.03E-9,884.5E-12,12.41E-6
1.251E-3,14.81E-9,1.068E-9,12.42E-6
1.252E-3,14.44E-9,1.412E-9,12.43E-6
1.252E-3,13.80E-9,2.053E-9,12.42E-6
1.253E-3,13.01E-9,2.871E-9,12.42E-6
1.254E-3,12.05E-9,3.857E-9,12.41E-6
1.254E-3,10.69E-9,5.258E-9,12.40E-6
1.255E-3,8.452E-9,7.542E-9,12.38E-6
1.256E-3,6.430E-9,9.595E-9,12.37E-6
1.257E-3,4.833E-9,11.21E-9,12.35E-6
1.258E-3,3.656E-9,12.39E-9,12.33E-6
1.259E-3,2.810E-9,13.24E-9,12.31E-6
1.260E-3,2.576E-9,13.47E-9,12.30E-6
1.260E-3,2.551E-9,13.49E-9,12.18E-6
1.260E-3,2.517E-9,13.53E-9,12.02E-6
1.260E-3,2.475E-9,13.56E-9,11.83E-6
1.260E-3,2.433E-9,13.59E-9,11.65E-6
1.260E-3,2.394E-9,13.61E-9,11.49E-6
1.260E-3,2.359E-9,13.63E-9,11.32E-6
1.260E-3,2.335E-9,13.64E-9,11.17E-6
1.260E-3,2.331E-9,13.64E-9,11.18E-6
1.260E-3,2.328E-9,13.64E-9,11.19E-6
1.260E-3,2.325E-9,13.64E-9,11.22E-6
1.260E-3,2.324E-9,13.63E-9,11.29E-6
1.260E-3,2.327E-9,13.63E-9,11.37E-6
1.260E-3,2.338E-9,13.63E-9,11.45E-6
1.260E-3,2.357E-9,13.62E-9,11.53E-6
1.260E-3,2.391E-9,13.59E-9,11.59E-6
1.261E-3,2.445E-9,13.53E-9,11.65E-6
1.261E-3,2.530E-9,13.43E-9,11.68E-6
1.261E-3,2.654E-9,13.29E-9,11.69E-6
1.261E-3,2.838E-9,13.10E-9,11.69E-6
1.261E-3,3.116E-9,12.82E-9,11.68E-6
1.262E-3,3.488E-9,12.45E-9,11.67E-6
1.262E-3,4.015E-9,11.93E-9,11.66E-6
1.263E-3,4.800E-9,11.15E-9,11.66E-6
1.263E-3,5.939E-9,10.03E-9,11.65E-6
1.264E-3,7.231E-9,8.758E-9,11.65E-6
1.265E-3,8.870E-9,7.140E-9,11.66E-6
1.266E-3,10.31E-9,5.715E-9,11.66E-6
1.267E-3,11.48E-9,4.551E-9,11.67E-6
1.268E-3,12.42E-9,3.623E-9,11.69E-6
1.269E-3,13.16E-9,2.883E-9,11.70E-6
1.270E-3,13.47E-9,2.571E-9,11.71E-6
